tiempo,altura,setpoint,flujo_entrada,flujo_salida,error
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.3066,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
4.4067,1.0000,1.0000,0.2500,0.5000,-0.0000
